state,city,crime_type,year,time_of_day,season,latitude,longitude,population_density,police_presence_index,street_lighting_index,repeat_offender_rate,crime_count,severity_weight,severity_score,time_severity,norm_crime_count,norm_severity_score,norm_population_density,norm_police_presence_index,norm_street_lighting_index,norm_repeat_offender_rate,norm_time_severity,police_risk,lighting_risk,risk_index,final_risk_index,risk_level,cluster,pca1,pca2
Manipur,Manipur_City_1,Rape,2020,Afternoon,Monsoon,34.14590715,74.24092991,6619,0.231415531,0.417598884,0.012487827,250,5,1250,3,0.4634703196347031,0.4991364421416234,0.3277353177795655,0.0393292234306997,0.2712545365551449,0.0043716761390707,0.2,0.9606707765693004,0.7287454634448551,0.3885517856436066,0.4192972960644247,Medium Risk,2,-0.18457610620626397,-0.32980799083238405
Jharkhand,Jharkhand_City_2,Kidnapping,2019,Evening,Summer,17.40602842,74.78301101,9270,0.476644879,0.736874526,0.324117717,114,4,456,5,0.1529680365296803,0.1563039723661485,0.4610317779565567,0.3464237702425471,0.6720272315357245,0.8054659657208695,0.6,0.6535762297574528,0.3279727684642755,0.3833185247888297,0.4126453975196058,Medium Risk,2,0.028516340750529556,0.09051916830543294
Assam,Assam_City_3,Stalking,2019,Night,Monsoon,11.83973379,79.08531531,19290,0.412742761,0.992265843,0.020050144,238,3,714,7,0.4360730593607306,0.2677029360967184,0.9648531777956556,0.2664007545326689,0.992608738310142,0.0238118170212799,1.0,0.733599245467331,0.0073912616898579,0.4630506145549793,0.5139913435002474,Medium Risk,0,0.4461605690695889,0.14031760467751953
Jharkhand,Jharkhand_City_2,Rape,2019,Morning,Winter,27.95332116,71.49123978,1914,0.252553693,0.909695454,0.173740992,356,5,1780,2,0.7054794520547945,0.7279792746113989,0.0911604987932421,0.0658000122362281,0.8889617544129964,0.4188986320048626,0.0,0.934199987763772,0.1110382455870035,0.4825774380141407,0.5388115181785973,Medium Risk,2,-0.32095877217726543,-0.240548941613201
Gujarat,Gujarat_City_4,Assault,2020,Afternoon,Monsoon,34.5913194,90.51242385,2117,0.336749122,0.534515831,0.305340362,347,3,1041,3,0.684931506849315,0.408894645941278,0.1013676588897827,0.1712358310860342,0.4180152466568306,0.7571957825752467,0.2,0.8287641689139658,0.5819847533431695,0.4977101175857703,0.5580463799626896,Medium Risk,2,-0.15884801887837124,-0.3218003339643623
Sikkim,Sikkim_City_4,Harassment,2019,Evening,Winter,10.43970221,79.40001332,12762,0.843970984,0.241913036,0.072253712,142,2,284,5,0.2168949771689497,0.0820379965457685,0.6366150442477876,0.8064170160229669,0.0507238053917933,0.158009407055391,0.6,0.1935829839770331,0.9492761946082068,0.309239117841029,0.3184844693810187,Low Risk,1,0.03509672317653134,0.24681414377604038
West Bengal,West Bengal_City_4,Stalking,2022,Morning,Winter,12.7275543,74.78057216,13934,0.864120786,0.95860123,0.128794919,244,3,732,2,0.4497716894977168,0.2754749568221071,0.6955450522928399,0.8316501064503754,0.9503510277219718,0.3033575893294419,0.0,0.1683498935496246,0.0496489722780282,0.3072697485000389,0.3159812413904657,Low Risk,1,-0.5268630847646184,0.3711189274416269
Madhya Pradesh,Madhya Pradesh_City_1,Assault,2019,Evening,Summer,14.7127812,93.18387619,15279,0.228744146,0.941533077,0.093342275,372,3,1116,5,0.7420091324200913,0.4412780656303972,0.7631737731295253,0.0359839151606024,0.9289261246717389,0.2122209186494361,0.6,0.9640160848393976,0.0710738753282611,0.5457268126313729,0.6190794896746412,Medium Risk,2,0.18145325456825168,-0.2383206428919929
Delhi,Delhi_City_3,Stalking,2022,Afternoon,Monsoon,24.64454612,79.39395816,17496,0.784925876,0.957404828,0.314830037,307,3,921,3,0.593607305936073,0.3570811744386873,0.8746480289621882,0.7324763118185231,0.9488492368217434,0.7815905043154725,0.2,0.2675236881814768,0.0511507631782566,0.4883092212052165,0.546097079003094,Medium Risk,1,-0.2963298040715901,0.11107388390479045
Sikkim,Sikkim_City_2,Assault,2023,Morning,Monsoon,28.23377292,78.55927048,5977,0.63535893,0.420191345,0.286681157,189,3,567,2,0.324200913242009,0.2042314335060449,0.2954545454545454,0.5451773858355611,0.2745087390213701,0.7092293228314906,0.0,0.4548226141644389,0.7254912609786299,0.327053633414345,0.3411281620054041,Medium Risk,2,-0.48104890323461647,-0.029841622651327768
Rajasthan,Rajasthan_City_2,Dowry Death,2021,Afternoon,Monsoon,11.82699427,82.88230943,13279,0.54089699,0.865890832,0.324203034,353,5,1765,3,0.6986301369863013,0.7215025906735751,0.6626106194690266,0.4268850733866126,0.8339757357440698,0.8056852866643908,0.2,0.5731149266133875,0.1660242642559302,0.6091039964049964,0.699637025065539,High Risk,2,-0.18054136458992875,-0.21978454068769893
Telangana,Telangana_City_2,Rape,2023,Night,Winter,14.55629306,91.70185405,6056,0.271932996,0.354599532,0.029718083,368,5,1840,7,0.732876712328767,0.7538860103626943,0.2994267900241351,0.0900682261382381,0.192174216099411,0.0486647947793672,1.0,0.9099317738617618,0.807825783900589,0.6448209567803015,0.7450361754879725,High Risk,0,0.6827505650350297,-0.343481859561038
Assam,Assam_City_1,Stalking,2019,Night,Summer,16.33247478,76.11263307,17453,0.730237019,0.896507105,0.306043904,302,3,906,7,0.5821917808219178,0.3506044905008635,0.8724859211584874,0.6639908312141669,0.8724069989735745,0.7590043493936638,1.0,0.3360091687858331,0.1275930010264254,0.6074784208462065,0.6975707868263087,High Risk,0,0.4776454691779143,0.17323895126136624
Maharashtra,Maharashtra_City_3,Stalking,2020,Evening,Monsoon,19.44259714,83.36827702,12848,0.657596703,0.844345863,0.306462763,247,3,741,5,0.45662100456621,0.2793609671848013,0.6409392598551891,0.5730251898493763,0.8069312821324064,0.7600810931971544,0.6,0.4269748101506236,0.1930687178675936,0.4831037593037557,0.5394805151802089,Medium Risk,1,0.07866032287294422,0.1393337511623895
Assam,Assam_City_2,Eve Teasing,2023,Evening,Monsoon,15.77705666,78.47116706,3065,0.300452463,0.337035966,0.332669056,193,2,386,5,0.3333333333333332,0.1260794473229706,0.1490345937248592,0.1257824376105145,0.1701274428623556,0.8274485452519219,0.6,0.8742175623894854,0.8298725571376444,0.4290784423007066,0.4708099601422475,Medium Risk,2,0.12459046426645126,-0.24025241114209572
Andhra Pradesh,Andhra Pradesh_City_3,Domestic Violence,2023,Afternoon,Monsoon,17.78844151,91.28268506,9121,0.980826159,0.475854086,0.141551272,320,4,1280,3,0.6232876712328766,0.5120898100172712,0.4535398230088495,0.9777973107888328,0.3443797338170708,0.3361498274045176,0.2,0.0222026892111673,0.6556202661829291,0.4435119744938043,0.4891561489633582,Medium Risk,1,-0.21768280497139303,0.20608962197879888
Madhya Pradesh,Madhya Pradesh_City_3,Harassment,2020,Night,Summer,19.92781519,74.97541597,3506,0.860851748,0.738473705,0.331496674,116,2,232,7,0.1575342465753424,0.0595854922279792,0.1712087691069992,0.8275563723548922,0.6740346107193402,0.824434750505184,1.0,0.1724436276451078,0.3259653892806597,0.3699864750335963,0.3956992821190442,Medium Risk,0,0.38493915184732075,0.601940210672395
Bihar,Bihar_City_2,Dowry Death,2023,Morning,Monsoon,27.03518992,83.51941768,377,0.73701666,0.416515154,0.041679558,247,5,1235,2,0.45662100456621,0.4926597582037996,0.0138777152051488,0.6724808051810758,0.2698941778694319,0.0794136722938939,0.0,0.3275191948189242,0.7301058221305681,0.3035012639045759,0.3111911921472962,Low Risk,1,-0.40022674047998497,0.16596799181109145
Delhi,Delhi_City_1,Cyber Crime,2021,Afternoon,Summer,22.63395171,71.40112429,8781,0.835054483,0.72753837,0.23534475,245,2,490,3,0.4520547945205478,0.1709844559585492,0.4364440868865647,0.7952511060041447,0.6603079648311285,0.577260908327519,0.2,0.2047488939958552,0.3396920351688715,0.343215404015795,0.3616710818652753,Medium Risk,1,-0.31560638051406864,0.297309846701827
West Bengal,West Bengal_City_5,Rape,2021,Afternoon,Summer,26.49915436,96.5700621,387,0.695511975,0.528952381,0.176719717,359,5,1795,3,0.7123287671232876,0.7344559585492227,0.0143805309734513,0.6205055316887551,0.4110316921459928,0.4265559192687208,0.2,0.3794944683112449,0.5889683078540071,0.5055407612140435,0.5679997624523776,Medium Risk,2,-0.12408806571489012,0.005043801668880826
Tripura,Tripura_City_1,Harassment,2023,Morning,Winter,22.52061685,86.70097546,14858,0.947546431,0.751270123,0.331076553,47,2,94,2,0.0,0.0,0.7420052292839903,0.9361219441513062,0.6900973923829599,0.8233547625295973,0.0,0.0638780558486937,0.3099026076170401,0.2163927704811253,0.2004692394825601,Low Risk,1,-0.6553630661651415,0.4200244619546535
Himachal Pradesh,Himachal Pradesh_City_2,Harassment,2019,Night,Monsoon,25.4925728,83.18441587,2754,0.576760047,0.593785852,0.086053502,237,2,474,7,0.4337899543378994,0.1640759930915371,0.1333970233306516,0.4717954779793877,0.4924143016518419,0.1934839662076855,1.0,0.5282045220206122,0.5075856983481581,0.3936182951400157,0.4257372401225758,Medium Risk,0,0.49481120974652926,0.308144805720043
Jharkhand,Jharkhand_City_5,Rape,2022,Night,Winter,30.19553755,75.33776389,16231,0.282274074,0.300764157,0.391869106,366,5,1830,7,0.728310502283105,0.7495682210708117,0.8110418342719227,0.1030180981166767,0.124597033609429,0.979631707136544,1.0,0.8969819018833233,0.8754029663905709,0.8361378637498477,0.9882154647275576,High Risk,0,0.6563343955339122,-0.7114217699467456
Rajasthan,Rajasthan_City_5,Eve Teasing,2023,Afternoon,Summer,32.55972951,77.40555194,2637,0.911661295,0.955142627,0.308673325,212,2,424,3,0.3767123287671232,0.1424870466321243,0.1275140788415124,0.8911838905819531,0.9460095952328064,0.7657636950649229,0.2,0.1088161094180468,0.0539904047671935,0.2955561317029637,0.3010922854050387,Low Risk,1,-0.3440388879616457,0.5642216558146439
Assam,Assam_City_3,Assault,2023,Afternoon,Winter,20.44280871,76.00175814,16252,0.214708914,0.571253352,0.37779414,356,3,1068,3,0.7054794520547945,0.4205526770293609,0.812097747385358,0.0184079470083764,0.4641302437353601,0.9434497642277364,0.2,0.9815920529916236,0.53586975626464,0.6101083621065483,0.7009136552458446,High Risk,2,-0.1849773521368513,-0.6676686847859473
Nagaland,Nagaland_City_3,Rape,2023,Morning,Summer,26.13457493,89.66526975,8845,0.400864083,0.720340199,0.09281025,285,5,1425,2,0.5433789954337899,0.5746977547495682,0.4396621078037007,0.2515253847333989,0.651272416824616,0.2108532636102653,0.0,0.7484746152666011,0.348727583175384,0.4099734977898486,0.4465260277877917,Medium Risk,2,-0.3923874688323168,-0.17448811671042266
Tamil Nadu,Tamil Nadu_City_4,Domestic Violence,2019,Afternoon,Winter,32.63394578,69.30490782,10501,0.346761921,0.67531349,0.170436083,182,4,728,3,0.3082191780821918,0.273747841105354,0.5229283990345936,0.1837746075265405,0.5947523660027112,0.4104028367925115,0.2,0.8162253924734595,0.4052476339972888,0.35041867154276,0.3708270185002365,Medium Risk,2,-0.2929345771944909,-0.13324766944153713
Jammu and Kashmir,Jammu and Kashmir_City_4,Assault,2022,Morning,Summer,21.49477108,68.39679003,10179,0.845406051,0.873612529,0.198258255,110,3,330,2,0.1438356164383561,0.1018998272884283,0.5067377312952533,0.8082141143458381,0.8436684429519483,0.4819241633025026,0.0,0.1917858856541618,0.1563315570480516,0.2018021306917075,0.181923354177681,Low Risk,1,-0.5990817338363115,0.46524566350991525
Sikkim,Sikkim_City_2,Assault,2019,Afternoon,Monsoon,20.36555235,83.89621088,11771,0.594079204,0.706729392,0.324155106,314,3,942,3,0.6095890410958903,0.3661485319516407,0.5867860016090104,0.4934838228428999,0.6341873684066395,0.8055620801032003,0.2,0.5065161771571001,0.3658126315933605,0.4970637458757869,0.5572247891503138,Medium Risk,2,-0.24096207716651302,-0.1192850698706677
Andhra Pradesh,Andhra Pradesh_City_2,Dowry Death,2021,Evening,Winter,31.37338813,85.16848844,2272,0.219747326,0.49020288,0.223211568,283,5,1415,5,0.5388127853881278,0.5703799654576857,0.1091613032984714,0.024717423677504,0.3623911449133836,0.5460706306084702,0.6,0.975282576322496,0.6376088550866164,0.5407694842030266,0.6127783235998399,Medium Risk,2,0.23215136310255569,-0.33208058244088623
Kerala,Kerala_City_2,Kidnapping,2019,Morning,Summer,11.69708472,91.20598408,10653,0.52527243,0.314625167,0.288740345,142,4,568,2,0.2168949771689497,0.2046632124352331,0.5305711987127916,0.4073188297397285,0.1419961508676531,0.7145227937112428,0.0,0.5926811702602715,0.8580038491323468,0.3381593372986422,0.3552444114256322,Medium Risk,2,-0.4988705981154375,-0.2185998228613033
Uttar Pradesh,Uttar Pradesh_City_4,Kidnapping,2023,Morning,Summer,23.23863891,88.23715078,13767,0.684385,0.446309106,0.336637025,242,4,968,2,0.4452054794520547,0.3773747841105354,0.6871480289621882,0.6065715006566628,0.3072932176532498,0.8376488418509983,0.0,0.3934284993433372,0.6927067823467501,0.4543139591490204,0.5028863466361154,Medium Risk,2,-0.4559998030283572,-0.1945781486119056
Tamil Nadu,Tamil Nadu_City_5,Assault,2022,Night,Monsoon,35.43181468,76.57889883,8144,0.417563648,0.374313104,0.268115488,300,3,900,7,0.5776255707762556,0.348013816925734,0.4044147224456959,0.2724378301134274,0.2169197974680445,0.6615033122804301,1.0,0.7275621698865726,0.7830802025319554,0.596608934633058,0.6837547892044483,High Risk,0,0.5684828306028907,-0.2197272471136872
Kerala,Kerala_City_1,Dowry Death,2023,Afternoon,Summer,8.471059853,89.13456358,13748,0.732044791,0.645262743,0.143665061,88,5,440,3,0.093607305936073,0.1493955094991364,0.6861926790024134,0.6662546586377882,0.5570309827304802,0.3415836588552838,0.2,0.3337453413622118,0.4429690172695197,0.2494432385189229,0.2424790621050145,Low Risk,1,-0.39209962282988486,0.26065354681293756
Goa,Goa_City_3,Assault,2023,Morning,Winter,10.73814803,92.11403166,6738,0.599176894,0.454609633,0.358763396,206,3,618,2,0.363013698630137,0.2262521588946459,0.3337188254223652,0.499867531861028,0.3177125047454642,0.8945282042807972,0.0,0.500132468138972,0.6822874952545357,0.3739885757352272,0.4007862763607123,Medium Risk,2,-0.47195015552324693,-0.1132878512475607
Telangana,Telangana_City_5,Harassment,2019,Morning,Winter,16.35929574,76.66470326,12430,0.200024575,0.769709637,0.149072509,199,2,398,2,0.3470319634703196,0.1312607944732297,0.6199215607401448,1.9118480248825342e-05,0.7132437046842035,0.3554843656007456,0.0,0.9999808815197512,0.2867562953157965,0.299224859241791,0.3057555353469152,Low Risk,2,-0.5009442701082449,-0.24176151766834103
Arunachal Pradesh,Arunachal Pradesh_City_4,Cyber Crime,2022,Afternoon,Winter,12.2983064,70.67086387,1035,0.915523511,0.858885137,0.360527277,133,2,266,3,0.1963470319634702,0.0742659758203799,0.0469629927594529,0.896020446572835,0.8251817944093218,0.8990625414607185,0.2,0.103979553427165,0.1748182055906781,0.2511488203919077,0.2446469948516922,Low Risk,1,-0.38028284270056456,0.5855458455251693
Jammu and Kashmir,Jammu and Kashmir_City_1,Eve Teasing,2022,Afternoon,Summer,19.01939329,85.60692315,4703,0.380582179,0.511919797,0.197218477,215,2,430,3,0.3835616438356164,0.1450777202072538,0.2313958165728077,0.2261268662927701,0.3896514372997334,0.4792512482678351,0.2,0.7738731337072299,0.6103485627002665,0.3263981947285485,0.340295046332164,Medium Risk,2,-0.2706295314146501,-0.11186337651237231
Haryana,Haryana_City_4,Cyber Crime,2021,Morning,Monsoon,13.13001157,96.6327486,17851,0.523780051,0.270119869,0.035666587,167,2,334,2,0.273972602739726,0.1036269430051813,0.8924979887369268,0.4054499610402264,0.0861306043804777,0.063956372188564,0.0,0.5945500389597735,0.9138693956195224,0.2686641128671689,0.2669103506754171,Low Risk,1,-0.5175671472922728,-0.20016048848055476
Kerala,Kerala_City_1,Eve Teasing,2019,Afternoon,Winter,21.45061324,77.28079218,15570,0.454643276,0.59122862,0.345226995,113,2,226,3,0.1506849315068492,0.0569948186528497,0.7778057119871279,0.3188717159818181,0.4892043206025184,0.8597307285232908,0.2,0.6811282840181818,0.5107956793974815,0.3482563161879143,0.3680784896503609,Medium Risk,2,-0.37469170081760284,-0.15038397357137726
Uttar Pradesh,Uttar Pradesh_City_5,Harassment,2022,Morning,Summer,17.1419436,71.8630878,14566,0.790804703,0.733293668,0.056629179,272,2,544,2,0.5136986301369862,0.194300518134715,0.7273230088495575,0.7398382190619837,0.6675323377129041,0.1178440552539885,0.0,0.2601617809380163,0.3324676622870959,0.2970401684022349,0.3029786162863533,Low Risk,1,-0.5034092555539623,0.21831315565380638
West Bengal,West Bengal_City_3,Kidnapping,2021,Morning,Monsoon,28.3177334,89.85069121,14183,0.540750167,0.995747332,0.046075171,257,4,1028,2,0.4794520547945204,0.4032815198618307,0.708065164923572,0.4267012106352156,0.9969788985902526,0.0907132959388258,0.0,0.5732987893647843,0.0030211014097474,0.3339128990859955,0.3498468444112562,Medium Risk,1,-0.4800175431411554,0.10454488258173317
Manipur,Manipur_City_1,Cyber Crime,2020,Evening,Monsoon,27.53735027,90.25746609,17983,0.554426965,0.693684756,0.341484139,315,2,630,5,0.6118721461187214,0.2314335060449049,0.8991351568785196,0.4438283209011825,0.6178130095861172,0.8501091207618308,0.6,0.5561716790988174,0.3821869904138828,0.5651742303186682,0.6437987331834996,Medium Risk,2,0.10986534543307402,-0.16394596247526624
Uttar Pradesh,Uttar Pradesh_City_3,Human Trafficking,2020,Night,Summer,11.64094391,95.94091848,12282,0.668450983,0.633099537,0.043552541,379,5,1895,7,0.7579908675799086,0.7776338514680483,0.6124798873692678,0.5866177317892136,0.5417630442880483,0.0842284735499088,1.0,0.4133822682107864,0.4582369557119516,0.6513694007275393,0.7533597782993438,High Risk,0,0.6218178079851943,0.0435284137206243
Odisha,Odisha_City_4,Domestic Violence,2023,Afternoon,Winter,11.0590194,84.98204283,12354,0.253355105,0.238473848,0.125309365,164,4,656,3,0.2671232876712328,0.2426597582037996,0.6161001609010458,0.0668036003342952,0.0464067436996744,0.2943974173593238,0.2,0.9331963996657048,0.9535932563003257,0.3575548729610628,0.379897708677397,Medium Risk,2,-0.2678265890527298,-0.42634494569538933
Andhra Pradesh,Andhra Pradesh_City_4,Harassment,2020,Evening,Monsoon,9.205789836,82.44576836,9763,0.519333436,0.678876086,0.264650367,322,2,644,5,0.6278538812785387,0.2374784110535405,0.4858205953338696,0.3998815768749194,0.5992243363387604,0.6525956665927525,0.6,0.6001184231250807,0.4007756636612396,0.5028491869446357,0.5645785534848171,Medium Risk,0,0.14040356905964702,-0.046512754609167664
Uttarakhand,Uttarakhand_City_1,Cyber Crime,2019,Night,Monsoon,36.33391862,83.79839458,18450,0.491857976,0.712772422,0.191810821,345,2,690,7,0.6803652968036529,0.2573402417962003,0.9226166532582462,0.3654747491197559,0.6417729186345786,0.4653500068252291,1.0,0.6345252508802441,0.3582270813654213,0.5961281676118556,0.6831436953687925,High Risk,0,0.5144525124024043,-0.09473022011099623
Telangana,Telangana_City_3,Assault,2020,Afternoon,Summer,17.78178226,95.30572873,699,0.939286173,0.980143981,0.334949699,80,3,240,3,0.0753424657534246,0.0630397236614853,0.0300683829444891,0.9257778307417686,0.9773926971756208,0.8333113014973984,0.2,0.0742221692582314,0.0226073028243791,0.1974405544769167,0.1763794374341077,Low Risk,1,-0.41810173786693333,0.7307000268237118
Meghalaya,Meghalaya_City_1,Stalking,2021,Morning,Winter,17.60921434,87.59422416,9390,0.944513981,0.740884021,0.129823195,259,3,777,2,0.4840182648401826,0.2949050086355785,0.4670655671761866,0.9323244832598,0.6770601745644982,0.3060009366402984,0.0,0.0676755167402001,0.3229398254355018,0.3068682826913888,0.3154709458209421,Low Risk,1,-0.4924062475800236,0.37898011143765276
Jammu and Kashmir,Jammu and Kashmir_City_2,Eve Teasing,2022,Evening,Summer,30.91043041,77.22149399,17230,0.97545745,0.502271371,0.034194338,224,2,448,5,0.4041095890410958,0.1528497409326424,0.8612731295253419,0.9710742114911102,0.3775401917749629,0.0601717215353724,0.6,0.0289257885088898,0.622459808225037,0.3569621835129709,0.3791443523692181,Medium Risk,1,0.041560353425228236,0.3797171577254629
Telangana,Telangana_City_1,Human Trafficking,2019,Afternoon,Monsoon,12.81552312,69.77203536,372,0.285069838,0.291311975,0.377008821,343,5,1715,3,0.6757990867579908,0.6999136442141624,0.0136263073209975,0.1065191630812701,0.1127321245613818,0.9414309765998868,0.2,0.8934808369187298,0.8872678754386182,0.6055428955829885,0.6951105774006485,High Risk,2,-0.08693058837107737,-0.577408415053522
Uttarakhand,Uttarakhand_City_4,Assault,2023,Morning,Summer,21.11051131,96.5883543,14793,0.509819529,0.727752218,0.182393034,333,3,999,2,0.6529680365296803,0.3907599309153713,0.7387369267900241,0.3879675503426014,0.6605763988361135,0.4411400846441518,0.0,0.6120324496573986,0.3394236011638865,0.4485494997779523,0.4955592517394267,Medium Risk,2,-0.4232735027497976,-0.20085289960759345
Sikkim,Sikkim_City_2,Domestic Violence,2021,Evening,Summer,19.51149122,81.20611093,3690,0.719012309,0.963652743,0.069058603,187,4,748,5,0.319634703196347,0.2823834196891192,0.180460579243765,0.6499344090988808,0.9566919701943056,0.1497958702393577,0.6,0.3500655909011192,0.0433080298056944,0.3006886502169874,0.3076161322726236,Low Risk,1,0.06146827021801249,0.5661641235241137
Jammu and Kashmir,Jammu and Kashmir_City_4,Cyber Crime,2021,Night,Summer,15.61164697,83.23249414,11669,0.521169423,0.470467527,0.059461369,369,2,738,7,0.7351598173515981,0.2780656303972366,0.581657280772325,0.4021807372336438,0.3376182228117875,0.1251246509504112,1.0,0.5978192627663561,0.6623817771882126,0.5432508396547313,0.6159323274181869,Medium Risk,0,0.5656954523045027,-0.04474419118168656
Haryana,Haryana_City_1,Domestic Violence,2020,Morning,Winter,9.104502717,85.97908838,8793,0.246852244,0.64189291,0.242139596,311,4,1244,2,0.6027397260273972,0.4965457685664939,0.4370474658085277,0.0586602310024343,0.5528009793246944,0.5947281427099068,0.0,0.9413397689975656,0.4471990206753056,0.4771622811194551,0.531928415029851,Medium Risk,2,-0.37434299196888254,-0.4358208943557759
Bihar,Bihar_City_2,Dowry Death,2022,Evening,Summer,24.73246676,78.01894476,12342,0.43637434,0.623976273,0.274572835,137,5,685,5,0.2054794520547944,0.255181347150259,0.6154967819790829,0.295993986756462,0.5303110115636125,0.6781029517038121,0.6,0.704006013243538,0.4696889884363875,0.4271150708387397,0.4683143559418806,Medium Risk,2,0.05907503500731148,-0.06220433232614839
Bihar,Bihar_City_5,Cyber Crime,2020,Night,Summer,34.33253782,79.49306614,607,0.9030154,0.646681852,0.349275755,130,2,260,7,0.1894977168949771,0.0716753022452504,0.0254424778761061,0.8803568536532091,0.5588123279494217,0.8701387112616835,1.0,0.1196431463467908,0.4411876720505783,0.3763998501817884,0.4038512015435644,Medium Risk,0,0.40569974354364025,0.6107317685530698
Manipur,Manipur_City_3,Assault,2019,Afternoon,Monsoon,25.81760022,83.18623907,5137,0.804106894,0.669299135,0.333091082,253,3,759,3,0.4703196347031962,0.28713298791019,0.2532180209171359,0.7564962184004216,0.5872028102432401,0.8285334303335647,0.2,0.2435037815995784,0.4127971897567599,0.4017800208629118,0.4361114547787759,Medium Risk,1,-0.27704067605814253,0.20370014791427998
Jharkhand,Jharkhand_City_5,Harassment,2020,Evening,Winter,21.82832745,86.27270068,6465,0.487835275,0.445577826,0.086126894,367,2,734,5,0.730593607305936,0.2763385146804836,0.3199919549477071,0.3604372217983744,0.3063752739775296,0.1936726320384919,0.6,0.6395627782016255,0.6936247260224704,0.4694424960083542,0.5221159426972375,Medium Risk,0,0.19900399781385758,-0.09064954350479684
Assam,Assam_City_2,Cyber Crime,2022,Morning,Monsoon,11.6060294,93.37887494,2746,0.460547842,0.515308837,0.245300337,293,2,586,2,0.5616438356164383,0.2124352331606217,0.1329947707160096,0.3262658555278346,0.3939055504092983,0.6028533311054971,0.0,0.6737341444721654,0.6060944495907017,0.3612386736348338,0.3845801177950112,Medium Risk,2,-0.416274249921271,-0.14319381507059456
Jharkhand,Jharkhand_City_3,Stalking,2019,Night,Summer,21.6160413,80.25702498,8033,0.948749799,0.73780055,0.197698401,324,3,972,7,0.6324200913242009,0.3791018998272884,0.3988334674175381,0.9376288916419788,0.673189628804028,0.4804849693843597,1.0,0.0623711083580211,0.326810371195972,0.5342956639149797,0.6045495735053035,Medium Risk,0,0.5150026550378971,0.46033929934465745
Nagaland,Nagaland_City_5,Domestic Violence,2019,Night,Winter,35.56545181,68.63991831,1004,0.899099964,0.210325782,0.098409354,381,4,1524,7,0.7625570776255707,0.6174438687392055,0.0454042638777152,0.8754536515944131,0.0110737123458099,0.2252466526435657,1.0,0.1245463484055868,0.98892628765419,0.5890012926784893,0.6740848599096174,High Risk,0,0.6459577995054512,0.19907413667833385
Uttar Pradesh,Uttar Pradesh_City_2,Assault,2019,Morning,Winter,25.70094736,68.69919561,16655,0.243652327,0.679568912,0.361937278,355,3,1065,2,0.7031963470319634,0.4192573402417962,0.8323612228479484,0.0546530553973737,0.6000940103966785,0.9026871737108684,0.0,0.9453469446026262,0.3999059896033214,0.5665152668701624,0.6455032992911284,Medium Risk,2,-0.38989063264870505,-0.6141285937980259
Chhattisgarh,Chhattisgarh_City_2,Rape,2021,Morning,Monsoon,29.81173229,94.2606263,16066,0.856390068,0.861072649,0.239320181,180,5,900,2,0.3036529680365296,0.348013816925734,0.8027453740949315,0.8219691226688575,0.8279276821759256,0.5874803871866441,0.0,0.1780308773311425,0.1720723178240744,0.3488184514858165,0.3687930091581537,Medium Risk,1,-0.5433829705986889,0.24908934376181963
Odisha,Odisha_City_3,Assault,2019,Morning,Winter,9.975161717,74.32705556,18665,0.572893034,0.556309221,0.01568119,347,3,1041,2,0.684931506849315,0.408894645941278,0.9334271922767498,0.4669529148260146,0.4453715322423837,0.0125807245838839,0.0,0.5330470851739855,0.5546284677576163,0.4230701437594859,0.4631729259044639,Medium Risk,1,-0.4142647931544269,-0.21198600673844198
Delhi,Delhi_City_4,Stalking,2019,Evening,Winter,35.78042994,83.69230092,9727,0.532099952,0.211464725,0.196550838,278,3,834,5,0.5273972602739726,0.3195164075993091,0.4840104585679807,0.4158687638790875,0.0125033774861881,0.477534975831959,0.6,0.5841312361209126,0.987496622513812,0.5003411021316486,0.5613905744826693,Medium Risk,0,0.17044115551161143,-0.228959451379725
Arunachal Pradesh,Arunachal Pradesh_City_4,Harassment,2020,Night,Monsoon,9.728025823,85.52642027,3224,0.618721097,0.3814181,0.269943571,461,2,922,7,0.9452054794520548,0.3575129533678756,0.1570293644408688,0.5243422458870335,0.2258383869880875,0.6662026909317577,1.0,0.4756577541129665,0.7741616130119124,0.653803916645077,0.7564542452748291,High Risk,0,0.643992995800115,-0.08520307720380964
Madhya Pradesh,Madhya Pradesh_City_4,Harassment,2022,Night,Winter,8.357890336,72.14586545,2495,0.395329287,0.678407294,0.160190015,249,2,498,7,0.461187214611872,0.1744386873920552,0.120374094931617,0.2445942988614255,0.5986358823243907,0.3840636863167121,1.0,0.7554057011385744,0.4013641176756093,0.4363919288823595,0.4801059941256564,Medium Risk,0,0.5092286776314531,0.14164301232881604
Kerala,Kerala_City_2,Stalking,2021,Evening,Summer,22.01553426,79.10073891,10461,0.316261354,0.604557395,0.034196153,163,3,489,5,0.2648401826484018,0.1705526770293609,0.5209171359613837,0.1455795143341491,0.5059353466340621,0.0601763872820875,0.6,0.8544204856658508,0.4940646533659378,0.3273906435594816,0.341556529204409,Medium Risk,2,0.0747061397466734,-0.015723733561805966
Delhi,Delhi_City_2,Harassment,2023,Afternoon,Monsoon,24.04542855,83.09303272,6577,0.967832816,0.238955879,0.048222997,195,2,390,3,0.3378995433789954,0.1278065630397236,0.3256234915526951,0.9615260740355712,0.0470118160494598,0.0962346249217912,0.2,0.0384739259644286,0.95298818395054,0.2429971749939664,0.2342855931052169,Low Risk,1,-0.3089496925583768,0.343817851737171
