state,city,crime_type,year,time_of_day,season,latitude,longitude,population_density,police_presence_index,street_lighting_index,repeat_offender_rate,crime_count
Arunachal Pradesh,Arunachal Pradesh_City_5,Domestic Violence,2020,Morning,Winter,15.01490553,82.51750356,6520,0.969848162,0.696726872,0.372177512,256
Maharashtra,Maharashtra_City_3,Dowry Death,2019,Afternoon,Winter,23.85892959,73.22893013,11586,0.235119954,0.332599824,0.183761239,383
Nagaland,Nagaland_City_2,Rape,2022,Night,Monsoon,27.55612039,71.97297283,6574,0.834514299,0.883027937,0.104371081,219
Gujarat,Gujarat_City_3,Cyber Crime,2021,Morning,Winter,26.45962076,82.44884401,19227,0.769378245,0.984914985,0.232120514,182
Rajasthan,Rajasthan_City_5,Domestic Violence,2023,Morning,Winter,21.3099409,94.66223473,6202,0.25846525,0.697874612,0.392659356,377
Maharashtra,Maharashtra_City_2,Harassment,2022,Night,Winter,32.05235718,89.2315556,1396,0.968108484,0.617167711,0.391150084,346
Jammu and Kashmir,Jammu and Kashmir_City_3,Harassment,2019,Evening,Monsoon,12.68847165,81.83010309,3523,0.44799995,0.385631863,0.188711514,240
Punjab,Punjab_City_1,Cyber Crime,2021,Night,Monsoon,35.84486576,90.143793,8377,0.682451445,0.868326265,0.315924135,317
Nagaland,Nagaland_City_5,Dowry Death,2020,Night,Summer,9.335645292,91.43429919,5067,0.878433672,0.783089154,0.047205718,215
Gujarat,Gujarat_City_1,Cyber Crime,2020,Night,Monsoon,8.845923146,81.94581425,18160,0.200354225,0.921106477,0.06998474,428
Himachal Pradesh,Himachal Pradesh_City_2,Harassment,2021,Evening,Monsoon,36.80439545,69.30242767,9271,0.272577362,0.226094359,0.032504142,278
Sikkim,Sikkim_City_2,Stalking,2023,Night,Summer,18.35651362,90.83892349,8407,0.509058538,0.659073003,0.172085519,249
Mizoram,Mizoram_City_3,Assault,2022,Morning,Winter,13.55619543,94.62893351,12702,0.376682226,0.231143971,0.024047339,420
Chhattisgarh,Chhattisgarh_City_4,Cyber Crime,2020,Morning,Summer,33.13634028,76.19188358,19264,0.545104519,0.775327918,0.22969661,230
Madhya Pradesh,Madhya Pradesh_City_2,Dowry Death,2021,Evening,Summer,22.98425317,90.00451136,10742,0.31505148,0.544082301,0.362465453,277
Odisha,Odisha_City_5,Harassment,2021,Evening,Monsoon,33.8841886,80.16399182,2279,0.858528665,0.911109939,0.22235725,187
Haryana,Haryana_City_1,Assault,2022,Evening,Winter,15.40396322,76.57514555,17098,0.226247699,0.708833975,0.152098153,390
Madhya Pradesh,Madhya Pradesh_City_5,Kidnapping,2019,Evening,Summer,33.50540055,81.34006947,15739,0.861397414,0.238113006,0.293432197,116
Punjab,Punjab_City_2,Domestic Violence,2020,Night,Winter,18.22547557,91.91884783,16773,0.900706467,0.631275642,0.120164246,420
Manipur,Manipur_City_5,Cyber Crime,2022,Night,Monsoon,9.089561622,71.70813724,4876,0.200009308,0.533252663,0.213778971,368
Uttar Pradesh,Uttar Pradesh_City_2,Domestic Violence,2023,Morning,Monsoon,13.90377295,68.29262759,5734,0.906187505,0.241520755,0.084536297,154
Manipur,Manipur_City_5,Cyber Crime,2019,Morning,Winter,27.22836856,89.51499348,18333,0.442344725,0.460236107,0.28792232,323
Uttarakhand,Uttarakhand_City_5,Eve Teasing,2020,Afternoon,Winter,11.6353378,77.77197705,7314,0.845354816,0.987886722,0.304156821,247
Karnataka,Karnataka_City_5,Dowry Death,2019,Afternoon,Monsoon,23.7316591,72.33844204,11934,0.531575772,0.80306376,0.018061834,281
Odisha,Odisha_City_4,Assault,2023,Night,Winter,24.92941063,95.61443179,12397,0.585493983,0.489368204,0.380191364,275
Manipur,Manipur_City_2,Eve Teasing,2022,Night,Monsoon,11.7682998,84.24265923,2900,0.611083571,0.607112444,0.1540195,234
Arunachal Pradesh,Arunachal Pradesh_City_5,Dowry Death,2021,Morning,Summer,13.22567687,70.84881477,19556,0.297624395,0.300100206,0.34168393,225
Himachal Pradesh,Himachal Pradesh_City_1,Domestic Violence,2023,Morning,Winter,8.894879225,69.50496369,18604,0.476273562,0.468488363,0.391624933,116
Maharashtra,Maharashtra_City_3,Assault,2023,Morning,Winter,11.44735734,90.1768551,18387,0.649658236,0.957672534,0.203540914,328
Jammu and Kashmir,Jammu and Kashmir_City_4,Harassment,2021,Night,Winter,22.69350682,79.22988086,7719,0.507484031,0.220154731,0.337208958,280
Tripura,Tripura_City_2,Rape,2021,Night,Summer,36.13745618,80.69217852,14311,0.647184507,0.600870304,0.285415341,311
West Bengal,West Bengal_City_4,Rape,2019,Afternoon,Monsoon,20.45828236,76.9561983,11699,0.890112377,0.34340449,0.322001358,249
West Bengal,West Bengal_City_3,Assault,2020,Night,Monsoon,14.57509409,93.50088959,3831,0.74172193,0.700023349,0.133454369,182
Chhattisgarh,Chhattisgarh_City_2,Harassment,2019,Evening,Summer,15.26356906,86.12134889,11989,0.866264301,0.924869648,0.014741141,162
Sikkim,Sikkim_City_5,Rape,2023,Night,Winter,13.42051878,68.57407409,16024,0.44542128,0.482366803,0.252304055,256
Haryana,Haryana_City_4,Cyber Crime,2020,Evening,Winter,29.24827247,79.73129418,6361,0.397705244,0.484683807,0.042728619,139
Jammu and Kashmir,Jammu and Kashmir_City_1,Harassment,2022,Morning,Winter,27.64868742,70.09122169,12353,0.499136838,0.955558866,0.260276415,254
Gujarat,Gujarat_City_1,Assault,2023,Morning,Summer,29.27111565,71.36953774,6041,0.680882156,0.992289426,0.136849023,252
Punjab,Punjab_City_1,Domestic Violence,2019,Night,Summer,34.52720233,68.33293913,5888,0.981683386,0.28249709,0.223636031,290
Haryana,Haryana_City_5,Domestic Violence,2019,Afternoon,Monsoon,13.50464379,84.88331367,14356,0.477219334,0.518089903,0.113067743,386
Jharkhand,Jharkhand_City_2,Human Trafficking,2021,Evening,Winter,22.00815123,75.78747893,5855,0.639685015,0.751823079,0.066137346,293
Jharkhand,Jharkhand_City_2,Eve Teasing,2020,Night,Summer,10.1919248,95.5912734,16446,0.5442998,0.756637982,0.188628663,271
Himachal Pradesh,Himachal Pradesh_City_1,Eve Teasing,2023,Afternoon,Monsoon,24.34613916,81.06990777,13132,0.620604976,0.399619493,0.010787222,197
Sikkim,Sikkim_City_4,Eve Teasing,2022,Morning,Summer,11.07126833,72.49002977,15538,0.370468007,0.951245677,0.01260603,332
Rajasthan,Rajasthan_City_4,Eve Teasing,2021,Night,Summer,25.03999026,88.33304824,8575,0.701989257,0.50849081,0.375144184,299
Chhattisgarh,Chhattisgarh_City_3,Rape,2020,Night,Winter,35.24989383,74.39402711,11436,0.871841285,0.350832485,0.272259594,335
West Bengal,West Bengal_City_2,Kidnapping,2020,Night,Winter,10.95489993,68.24127832,18585,0.461635715,0.91204562,0.042877513,393
Nagaland,Nagaland_City_4,Rape,2023,Afternoon,Summer,20.59769625,88.97998672,3062,0.671563192,0.690633348,0.258698416,245
Haryana,Haryana_City_3,Domestic Violence,2021,Morning,Summer,28.32516144,73.91671531,10378,0.359416269,0.901976037,0.298102029,137
West Bengal,West Bengal_City_3,Assault,2023,Afternoon,Winter,8.855617599,78.32315994,4264,0.261716135,0.928934628,0.148395724,258
Himachal Pradesh,Himachal Pradesh_City_4,Human Trafficking,2023,Morning,Winter,27.51327839,70.35332618,18010,0.870793467,0.844072255,0.330963684,120
Gujarat,Gujarat_City_5,Eve Teasing,2020,Night,Winter,30.8163156,79.52599655,969,0.794305195,0.790333915,0.213365119,319
West Bengal,West Bengal_City_3,Kidnapping,2019,Afternoon,Winter,18.76227521,94.70223165,8124,0.466885431,0.892154678,0.366950302,117
Telangana,Telangana_City_1,Dowry Death,2020,Afternoon,Summer,27.32742838,90.83422378,2917,0.704197776,0.398706887,0.285129724,264
Jammu and Kashmir,Jammu and Kashmir_City_2,Eve Teasing,2021,Evening,Summer,20.83381993,86.83034741,5768,0.827189887,0.535511689,0.205031246,212
Manipur,Manipur_City_5,Cyber Crime,2021,Evening,Summer,25.3665166,73.8318631,8426,0.244940862,0.592876584,0.371573145,333
Mizoram,Mizoram_City_4,Dowry Death,2019,Night,Summer,16.15010436,88.67584023,11273,0.724138972,0.408189278,0.072201982,314
Jammu and Kashmir,Jammu and Kashmir_City_2,Cyber Crime,2021,Night,Winter,13.38375444,87.26236216,2768,0.861190472,0.556960977,0.324279368,239
Odisha,Odisha_City_2,Stalking,2019,Evening,Monsoon,34.81227061,80.85588878,3706,0.403905799,0.794024666,0.039887965,269
Jammu and Kashmir,Jammu and Kashmir_City_5,Human Trafficking,2022,Evening,Winter,16.92607912,94.49986487,12227,0.829086186,0.705773278,0.155672869,156
Gujarat,Gujarat_City_3,Domestic Violence,2022,Afternoon,Summer,17.23965992,94.20319486,17513,0.642696952,0.602505978,0.085606596,203
Nagaland,Nagaland_City_3,Kidnapping,2022,Night,Summer,31.04008338,93.64691986,6319,0.887011423,0.798684683,0.181292134,308
Goa,Goa_City_3,Stalking,2020,Night,Winter,12.65059678,87.53571711,2800,0.777543382,0.507842894,0.200856815,181
Jammu and Kashmir,Jammu and Kashmir_City_5,Harassment,2023,Morning,Winter,29.47815832,93.02619957,8937,0.831545755,0.437429346,0.221134148,289
Uttarakhand,Uttarakhand_City_1,Harassment,2022,Afternoon,Monsoon,20.01182684,89.24000208,8790,0.393229473,0.483417062,0.051084739,300
Haryana,Haryana_City_1,Stalking,2019,Afternoon,Monsoon,14.14493558,77.01907235,2394,0.394983586,0.414080639,0.140912795,294
Manipur,Manipur_City_3,Harassment,2023,Night,Monsoon,36.60115349,80.02733898,19844,0.543155467,0.632724003,0.281607625,359
Meghalaya,Meghalaya_City_1,Harassment,2023,Night,Winter,13.906347,77.49901279,4336,0.896421573,0.705135137,0.217676586,344
Andhra Pradesh,Andhra Pradesh_City_5,Kidnapping,2023,Evening,Winter,25.56349879,71.39891326,11264,0.551276452,0.984348456,0.209791055,333
Mizoram,Mizoram_City_4,Stalking,2019,Morning,Monsoon,19.36392182,93.97456855,5226,0.818389377,0.961153623,0.312830828,128
Chhattisgarh,Chhattisgarh_City_2,Domestic Violence,2023,Evening,Summer,32.86195817,87.52414674,7474,0.908495811,0.377520369,0.288710097,221
Himachal Pradesh,Himachal Pradesh_City_4,Assault,2021,Night,Summer,8.289384523,88.97986621,19163,0.802110635,0.572044199,0.350926566,270
Odisha,Odisha_City_2,Domestic Violence,2021,Morning,Monsoon,23.41574451,82.80629207,17142,0.883979216,0.906047901,0.191860805,241
West Bengal,West Bengal_City_1,Assault,2022,Night,Summer,19.24695661,91.30259212,10774,0.424705572,0.366365087,0.026374317,183
Nagaland,Nagaland_City_4,Harassment,2019,Afternoon,Winter,13.2699755,89.54936465,19890,0.253251782,0.718654406,0.038901115,160
Meghalaya,Meghalaya_City_4,Cyber Crime,2023,Morning,Monsoon,36.68731486,74.71490464,12608,0.647247428,0.456929722,0.095843417,302
Jammu and Kashmir,Jammu and Kashmir_City_1,Domestic Violence,2020,Night,Summer,18.80346494,69.99269665,2990,0.725383588,0.767012524,0.013261836,340
Arunachal Pradesh,Arunachal Pradesh_City_1,Kidnapping,2023,Morning,Winter,27.18884436,82.03569168,14783,0.705590944,0.276297282,0.050434646,153
Jammu and Kashmir,Jammu and Kashmir_City_3,Harassment,2020,Afternoon,Monsoon,9.927436448,90.22893644,16733,0.638425885,0.616858552,0.146579167,306
Uttarakhand,Uttarakhand_City_4,Assault,2021,Afternoon,Monsoon,27.46356673,85.99373977,2718,0.335904805,0.35598016,0.357259712,363
Haryana,Haryana_City_5,Rape,2023,Evening,Summer,20.56173023,90.45477781,589,0.663045404,0.705913059,0.071025919,245
Tripura,Tripura_City_2,Assault,2023,Evening,Winter,20.03416525,88.67055261,19059,0.361803344,0.451061447,0.104185245,219
Bihar,Bihar_City_4,Domestic Violence,2019,Evening,Monsoon,33.19054955,89.00598778,12782,0.350336305,0.261577336,0.281500897,448
Tripura,Tripura_City_5,Human Trafficking,2022,Evening,Winter,35.79643723,80.50151902,14497,0.753887138,0.411249588,0.376236707,312
Rajasthan,Rajasthan_City_3,Dowry Death,2022,Afternoon,Summer,14.52621441,83.33300815,4351,0.570491771,0.422766037,0.265336539,385
Nagaland,Nagaland_City_4,Rape,2020,Night,Winter,9.831068495,90.52692402,1330,0.822420195,0.808681065,0.083211738,327
Tripura,Tripura_City_5,Kidnapping,2020,Morning,Winter,20.53804057,68.90332369,6818,0.41120348,0.532192778,0.356501003,193
Himachal Pradesh,Himachal Pradesh_City_2,Rape,2020,Night,Summer,24.16277792,69.1304003,789,0.827017911,0.543187945,0.088415409,372
Kerala,Kerala_City_1,Assault,2019,Evening,Summer,20.65616836,87.33638538,15723,0.399206989,0.661361919,0.036229806,282
Kerala,Kerala_City_3,Assault,2020,Morning,Winter,31.97290967,94.18971811,1056,0.79854713,0.845332042,0.344629076,214
Maharashtra,Maharashtra_City_4,Eve Teasing,2023,Night,Winter,24.56370666,76.8168779,19312,0.304064536,0.217940711,0.150566463,313
Andhra Pradesh,Andhra Pradesh_City_1,Cyber Crime,2023,Morning,Monsoon,8.497343676,94.58149575,19988,0.8098421,0.231150413,0.336476655,369
Punjab,Punjab_City_3,Rape,2019,Evening,Summer,24.33846517,86.1138074,10876,0.255462664,0.710657792,0.295871412,190
Madhya Pradesh,Madhya Pradesh_City_1,Eve Teasing,2020,Afternoon,Monsoon,12.01462931,84.78636487,15507,0.677481502,0.942545678,0.372364413,275
Madhya Pradesh,Madhya Pradesh_City_2,Stalking,2021,Evening,Summer,23.30264652,74.13744106,11926,0.55444749,0.595318137,0.345807667,265
Meghalaya,Meghalaya_City_2,Assault,2020,Night,Summer,28.73790468,85.20158835,14126,0.959360555,0.866265521,0.151348216,272
Maharashtra,Maharashtra_City_3,Dowry Death,2019,Evening,Summer,11.19183524,94.82636808,3816,0.243512599,0.715405379,0.389956585,298
Haryana,Haryana_City_4,Human Trafficking,2023,Afternoon,Summer,15.98335819,72.52999049,7082,0.679441693,0.343484808,0.285004267,317
Bihar,Bihar_City_2,Kidnapping,2019,Night,Summer,24.81205856,81.13442104,19989,0.215315894,0.823282069,0.247781996,208
Uttarakhand,Uttarakhand_City_5,Rape,2021,Night,Summer,32.30649427,91.28151711,14601,0.628748063,0.590796506,0.166736008,359
Maharashtra,Maharashtra_City_5,Stalking,2021,Evening,Monsoon,34.71791785,84.91253332,11513,0.762112165,0.253222087,0.100009915,339
Tamil Nadu,Tamil Nadu_City_2,Dowry Death,2021,Afternoon,Summer,33.54821716,93.60452968,13217,0.677421136,0.60126056,0.39071292,237
Karnataka,Karnataka_City_3,Dowry Death,2023,Afternoon,Summer,29.38535649,76.30906692,18743,0.372981607,0.752969448,0.245185426,364
Madhya Pradesh,Madhya Pradesh_City_3,Rape,2021,Morning,Monsoon,35.28242569,90.50143445,14815,0.25361323,0.980274507,0.328619824,177
Gujarat,Gujarat_City_5,Eve Teasing,2020,Morning,Monsoon,35.20099171,70.4680011,1646,0.831527538,0.532974447,0.07556607,352
Manipur,Manipur_City_2,Dowry Death,2021,Morning,Summer,9.601453102,95.32912017,12951,0.550765372,0.623905009,0.394268495,165
Sikkim,Sikkim_City_4,Stalking,2021,Afternoon,Summer,20.75247411,76.07268597,16675,0.439506699,0.386004794,0.060574802,163
Sikkim,Sikkim_City_2,Rape,2022,Morning,Summer,18.60227533,78.25720391,17520,0.250051874,0.368405552,0.32551922,366
Punjab,Punjab_City_4,Human Trafficking,2022,Night,Monsoon,30.52729663,70.21791871,18363,0.323940249,0.266189468,0.198969818,245
Arunachal Pradesh,Arunachal Pradesh_City_3,Eve Teasing,2023,Morning,Winter,31.31034182,71.97730616,12873,0.824444822,0.442899151,0.131559033,192
Tripura,Tripura_City_2,Cyber Crime,2020,Morning,Monsoon,13.05305865,93.38676313,19620,0.567667246,0.445170774,0.330728672,242
Rajasthan,Rajasthan_City_4,Cyber Crime,2022,Morning,Winter,20.13961097,81.2945113,5308,0.65943006,0.73376987,0.313049221,180
Bihar,Bihar_City_3,Domestic Violence,2023,Afternoon,Summer,17.1023894,83.60265846,7792,0.991560905,0.911615449,0.154872232,245
Kerala,Kerala_City_4,Dowry Death,2023,Afternoon,Summer,23.16004411,81.65515333,14636,0.594055257,0.586544691,0.336909864,341
Andhra Pradesh,Andhra Pradesh_City_4,Assault,2021,Night,Winter,32.93404557,79.79733923,5658,0.7588245,0.532916294,0.210401786,354
Bihar,Bihar_City_2,Cyber Crime,2021,Evening,Summer,24.46409222,84.80011953,1981,0.895684866,0.522220667,0.388391784,139
Uttar Pradesh,Uttar Pradesh_City_2,Eve Teasing,2022,Evening,Summer,18.7930244,87.18835053,14921,0.305322871,0.88376276,0.074467892,228
Bihar,Bihar_City_4,Dowry Death,2021,Morning,Summer,13.30229562,91.9456176,8697,0.683080786,0.661291206,0.227918718,262
Arunachal Pradesh,Arunachal Pradesh_City_1,Harassment,2021,Morning,Monsoon,30.78365,75.33115488,14179,0.269613775,0.645427929,0.339597132,389
Uttar Pradesh,Uttar Pradesh_City_2,Domestic Violence,2023,Afternoon,Monsoon,13.07857106,87.51017382,4920,0.899257419,0.399735162,0.112666465,112
Goa,Goa_City_3,Eve Teasing,2022,Night,Winter,33.24940199,90.98524958,8567,0.50122423,0.385644592,0.113494344,453
Uttar Pradesh,Uttar Pradesh_City_4,Stalking,2020,Night,Summer,22.09778407,94.70144986,7546,0.433168731,0.366032749,0.102877195,364
Andhra Pradesh,Andhra Pradesh_City_5,Domestic Violence,2022,Night,Summer,21.57400257,81.52268298,5692,0.761990673,0.692202923,0.306565482,150
Andhra Pradesh,Andhra Pradesh_City_2,Domestic Violence,2021,Morning,Monsoon,18.89834546,88.53553321,11701,0.336566691,0.224370949,0.089734865,228
Bihar,Bihar_City_5,Stalking,2021,Evening,Winter,22.80684197,85.83874508,19245,0.818842193,0.298720652,0.254265717,230
Manipur,Manipur_City_1,Kidnapping,2022,Evening,Monsoon,32.33623145,72.65970796,2886,0.802987256,0.372400607,0.141042753,238
Madhya Pradesh,Madhya Pradesh_City_5,Rape,2023,Morning,Summer,30.42805039,94.53401009,18174,0.33879684,0.503801218,0.322563853,314
Kerala,Kerala_City_4,Human Trafficking,2020,Evening,Monsoon,9.610225951,84.48548206,15298,0.818217136,0.38954666,0.274183321,156
Odisha,Odisha_City_1,Stalking,2021,Morning,Winter,18.61068848,77.2234376,291,0.544889924,0.270038931,0.120292441,261
Jharkhand,Jharkhand_City_1,Stalking,2021,Afternoon,Monsoon,16.48297634,77.63396156,12491,0.94656407,0.412397126,0.248470808,251
Madhya Pradesh,Madhya Pradesh_City_4,Human Trafficking,2020,Night,Summer,17.20894131,92.59516782,11482,0.679702055,0.605064247,0.146661168,341
Goa,Goa_City_4,Eve Teasing,2020,Afternoon,Summer,17.85333703,81.21295554,3459,0.634417145,0.477508781,0.179901468,179
Jharkhand,Jharkhand_City_2,Stalking,2021,Night,Monsoon,17.04450364,77.85918405,14430,0.879627372,0.271191772,0.396761469,254
Arunachal Pradesh,Arunachal Pradesh_City_3,Harassment,2022,Afternoon,Winter,35.23089624,81.13159771,11855,0.331907821,0.391991491,0.28695173,275
Uttarakhand,Uttarakhand_City_4,Eve Teasing,2023,Night,Summer,21.01458532,94.48374773,5798,0.397326893,0.576768202,0.268146317,180
Sikkim,Sikkim_City_4,Rape,2022,Night,Winter,34.22643347,91.70482757,19838,0.244484417,0.20550237,0.092854438,421
Assam,Assam_City_5,Harassment,2020,Evening,Winter,19.92472718,79.66978152,18882,0.485414969,0.805971556,0.125078216,261
Himachal Pradesh,Himachal Pradesh_City_2,Eve Teasing,2021,Afternoon,Summer,28.04061857,75.87736226,4865,0.952176644,0.683037594,0.34662286,164
Odisha,Odisha_City_4,Eve Teasing,2023,Morning,Monsoon,11.47684171,89.31284957,13271,0.430356274,0.594255668,0.126977407,162
Bihar,Bihar_City_3,Eve Teasing,2021,Morning,Monsoon,24.92454607,79.31348681,2772,0.236199351,0.374326967,0.015918984,263
Manipur,Manipur_City_5,Domestic Violence,2022,Morning,Monsoon,11.06974384,93.31756243,13259,0.725624399,0.918709173,0.165812326,258
Uttarakhand,Uttarakhand_City_2,Kidnapping,2019,Night,Summer,10.39928715,75.36419539,2152,0.278989766,0.260528883,0.151001146,464
Kerala,Kerala_City_1,Dowry Death,2019,Afternoon,Winter,14.22618074,69.94979122,14111,0.693555222,0.890772584,0.096994204,147
Uttar Pradesh,Uttar Pradesh_City_5,Cyber Crime,2023,Night,Winter,30.89527665,89.69666397,9023,0.986853765,0.407736671,0.388192217,337
Punjab,Punjab_City_2,Domestic Violence,2020,Morning,Monsoon,12.18496682,71.35533823,9903,0.618869188,0.374607898,0.395878389,375
Kerala,Kerala_City_5,Kidnapping,2023,Afternoon,Summer,18.41705366,91.88301457,9524,0.261151889,0.916707345,0.31963246,288
Tamil Nadu,Tamil Nadu_City_3,Kidnapping,2023,Evening,Monsoon,31.36572124,77.517205,8948,0.867672762,0.486667725,0.366028053,259
Delhi,Delhi_City_1,Stalking,2022,Morning,Summer,13.29749914,72.04836715,13042,0.858898889,0.507688861,0.189058369,317
West Bengal,West Bengal_City_2,Stalking,2020,Afternoon,Monsoon,13.92315601,68.48593283,13369,0.261254607,0.536608961,0.244656044,169
Karnataka,Karnataka_City_2,Rape,2022,Afternoon,Monsoon,19.82469505,72.67534555,9703,0.649751049,0.771802621,0.036695677,148
Rajasthan,Rajasthan_City_3,Rape,2022,Night,Winter,22.85671006,90.43359095,15186,0.729422186,0.261442439,0.14831982,279
Rajasthan,Rajasthan_City_1,Rape,2023,Evening,Monsoon,19.69302493,92.1756763,18379,0.455721644,0.550541373,0.36071154,168
Jammu and Kashmir,Jammu and Kashmir_City_3,Dowry Death,2022,Evening,Monsoon,20.87934215,89.75082395,15261,0.630226348,0.422479612,0.094612936,313
Andhra Pradesh,Andhra Pradesh_City_1,Dowry Death,2021,Morning,Monsoon,31.99176234,69.21554128,4624,0.376070941,0.614620941,0.286944759,401
Madhya Pradesh,Madhya Pradesh_City_2,Rape,2020,Night,Summer,17.21314623,96.09156356,14636,0.450440116,0.869198792,0.029583628,267
Karnataka,Karnataka_City_3,Cyber Crime,2023,Afternoon,Monsoon,17.18101604,76.28528823,19329,0.801918306,0.625035215,0.274200848,304
West Bengal,West Bengal_City_4,Cyber Crime,2019,Morning,Winter,29.21339746,91.90967401,19194,0.866343772,0.632237225,0.339419705,169
Rajasthan,Rajasthan_City_4,Harassment,2019,Afternoon,Summer,18.99217408,94.53676124,8579,0.547016453,0.399602464,0.223513881,341
Manipur,Manipur_City_1,Rape,2020,Afternoon,Monsoon,34.14590715,74.24092991,6619,0.231415531,0.417598884,0.012487827,250
Jharkhand,Jharkhand_City_2,Kidnapping,2019,Evening,Summer,17.40602842,74.78301101,9270,0.476644879,0.736874526,0.324117717,114
Assam,Assam_City_3,Stalking,2019,Night,Monsoon,11.83973379,79.08531531,19290,0.412742761,0.992265843,0.020050144,238
Jharkhand,Jharkhand_City_2,Rape,2019,Morning,Winter,27.95332116,71.49123978,1914,0.252553693,0.909695454,0.173740992,356
Gujarat,Gujarat_City_4,Assault,2020,Afternoon,Monsoon,34.5913194,90.51242385,2117,0.336749122,0.534515831,0.305340362,347
Sikkim,Sikkim_City_4,Harassment,2019,Evening,Winter,10.43970221,79.40001332,12762,0.843970984,0.241913036,0.072253712,142
West Bengal,West Bengal_City_4,Stalking,2022,Morning,Winter,12.7275543,74.78057216,13934,0.864120786,0.95860123,0.128794919,244
Madhya Pradesh,Madhya Pradesh_City_1,Assault,2019,Evening,Summer,14.7127812,93.18387619,15279,0.228744146,0.941533077,0.093342275,372
Delhi,Delhi_City_3,Stalking,2022,Afternoon,Monsoon,24.64454612,79.39395816,17496,0.784925876,0.957404828,0.314830037,307
Sikkim,Sikkim_City_2,Assault,2023,Morning,Monsoon,28.23377292,78.55927048,5977,0.63535893,0.420191345,0.286681157,189
Rajasthan,Rajasthan_City_2,Dowry Death,2021,Afternoon,Monsoon,11.82699427,82.88230943,13279,0.54089699,0.865890832,0.324203034,353
Telangana,Telangana_City_2,Rape,2023,Night,Winter,14.55629306,91.70185405,6056,0.271932996,0.354599532,0.029718083,368
Assam,Assam_City_1,Stalking,2019,Night,Summer,16.33247478,76.11263307,17453,0.730237019,0.896507105,0.306043904,302
Maharashtra,Maharashtra_City_3,Stalking,2020,Evening,Monsoon,19.44259714,83.36827702,12848,0.657596703,0.844345863,0.306462763,247
Assam,Assam_City_2,Eve Teasing,2023,Evening,Monsoon,15.77705666,78.47116706,3065,0.300452463,0.337035966,0.332669056,193
Andhra Pradesh,Andhra Pradesh_City_3,Domestic Violence,2023,Afternoon,Monsoon,17.78844151,91.28268506,9121,0.980826159,0.475854086,0.141551272,320
Madhya Pradesh,Madhya Pradesh_City_3,Harassment,2020,Night,Summer,19.92781519,74.97541597,3506,0.860851748,0.738473705,0.331496674,116
Bihar,Bihar_City_2,Dowry Death,2023,Morning,Monsoon,27.03518992,83.51941768,377,0.73701666,0.416515154,0.041679558,247
Delhi,Delhi_City_1,Cyber Crime,2021,Afternoon,Summer,22.63395171,71.40112429,8781,0.835054483,0.72753837,0.23534475,245
West Bengal,West Bengal_City_5,Rape,2021,Afternoon,Summer,26.49915436,96.5700621,387,0.695511975,0.528952381,0.176719717,359
Tripura,Tripura_City_1,Harassment,2023,Morning,Winter,22.52061685,86.70097546,14858,0.947546431,0.751270123,0.331076553,47
Himachal Pradesh,Himachal Pradesh_City_2,Harassment,2019,Night,Monsoon,25.4925728,83.18441587,2754,0.576760047,0.593785852,0.086053502,237
Jharkhand,Jharkhand_City_5,Rape,2022,Night,Winter,30.19553755,75.33776389,16231,0.282274074,0.300764157,0.391869106,366
Rajasthan,Rajasthan_City_5,Eve Teasing,2023,Afternoon,Summer,32.55972951,77.40555194,2637,0.911661295,0.955142627,0.308673325,212
Assam,Assam_City_3,Assault,2023,Afternoon,Winter,20.44280871,76.00175814,16252,0.214708914,0.571253352,0.37779414,356
Nagaland,Nagaland_City_3,Rape,2023,Morning,Summer,26.13457493,89.66526975,8845,0.400864083,0.720340199,0.09281025,285
Tamil Nadu,Tamil Nadu_City_4,Domestic Violence,2019,Afternoon,Winter,32.63394578,69.30490782,10501,0.346761921,0.67531349,0.170436083,182
Jammu and Kashmir,Jammu and Kashmir_City_4,Assault,2022,Morning,Summer,21.49477108,68.39679003,10179,0.845406051,0.873612529,0.198258255,110
Sikkim,Sikkim_City_2,Assault,2019,Afternoon,Monsoon,20.36555235,83.89621088,11771,0.594079204,0.706729392,0.324155106,314
Andhra Pradesh,Andhra Pradesh_City_2,Dowry Death,2021,Evening,Winter,31.37338813,85.16848844,2272,0.219747326,0.49020288,0.223211568,283
Kerala,Kerala_City_2,Kidnapping,2019,Morning,Summer,11.69708472,91.20598408,10653,0.52527243,0.314625167,0.288740345,142
Uttar Pradesh,Uttar Pradesh_City_4,Kidnapping,2023,Morning,Summer,23.23863891,88.23715078,13767,0.684385,0.446309106,0.336637025,242
Tamil Nadu,Tamil Nadu_City_5,Assault,2022,Night,Monsoon,35.43181468,76.57889883,8144,0.417563648,0.374313104,0.268115488,300
Kerala,Kerala_City_1,Dowry Death,2023,Afternoon,Summer,8.471059853,89.13456358,13748,0.732044791,0.645262743,0.143665061,88
Goa,Goa_City_3,Assault,2023,Morning,Winter,10.73814803,92.11403166,6738,0.599176894,0.454609633,0.358763396,206
Telangana,Telangana_City_5,Harassment,2019,Morning,Winter,16.35929574,76.66470326,12430,0.200024575,0.769709637,0.149072509,199
Arunachal Pradesh,Arunachal Pradesh_City_4,Cyber Crime,2022,Afternoon,Winter,12.2983064,70.67086387,1035,0.915523511,0.858885137,0.360527277,133
