state,city,crime_type,year,time_of_day,season,latitude,longitude,population_density,police_presence_index,street_lighting_index,repeat_offender_rate,crime_count,severity_weight,severity_score,time_severity,norm_crime_count,norm_severity_score,norm_population_density,norm_police_presence_index,norm_street_lighting_index,norm_repeat_offender_rate,norm_time_severity,police_risk,lighting_risk,risk_index,final_risk_index,risk_level
Andhra Pradesh,Andhra Pradesh_City_4,Assault,2021,Night,Winter,32.93404557,79.79733923,5658,0.7588245,0.532916294,0.210401786,354,3,1062,7,0.7009132420091323,0.4179620034542314,0.2794147224456959,0.6997902149085986,0.41600741809153347,0.5131410447751352,1.0,0.3002097850914014,0.5839925819084666,0.5788415586766741,0.661171014852432,High Risk
Bihar,Bihar_City_2,Cyber Crime,2021,Evening,Summer,24.46409222,84.80011953,1981,0.895684866,0.522220667,0.388391784,139,2,278,5,0.21004566210045664,0.07944732297063903,0.09452936444086886,0.8711770102332492,0.4025816671308729,0.9706926968341716,0.6,0.12882298976675077,0.5974183328691272,0.3537421533687804,0.3750514331693539,Medium Risk
Uttar Pradesh,Uttar Pradesh_City_2,Eve Teasing,2022,Evening,Summer,18.7930244,87.18835053,14921,0.305322871,0.88376276,0.074467892,228,2,456,5,0.41324200913242004,0.1563039723661485,0.745172968624296,0.13188152709448925,0.8564095822604878,0.16370130956867762,0.6,0.8681184729055107,0.1435904177395122,0.38204443320462456,0.41102592388927756,Medium Risk
Bihar,Bihar_City_4,Dowry Death,2021,Morning,Summer,13.30229562,91.9456176,8697,0.683080786,0.661291206,0.227918718,262,5,1310,2,0.4908675799086758,0.5250431778929188,0.4322204344328238,0.6049382662557148,0.5771508085733379,0.558171109754437,0.0,0.3950617337442852,0.4228491914266621,0.42182094561539396,0.4615850938533841,Medium Risk
Arunachal Pradesh,Arunachal Pradesh_City_1,Harassment,2021,Morning,Monsoon,30.78365,75.33115488,14179,0.269613775,0.645427929,0.339597132,389,2,778,2,0.7808219178082191,0.29533678756476683,0.7078640386162509,0.08716392399104361,0.5572383334634656,0.8452582685791313,0.0,0.9128360760089564,0.44276166653653437,0.5343947076190159,0.6046754660776468,Medium Risk
Uttar Pradesh,Uttar Pradesh_City_2,Domestic Violence,2023,Afternoon,Monsoon,13.07857106,87.51017382,4920,0.899257419,0.399735162,0.112666465,112,4,448,3,0.14840182648401826,0.15284974093264247,0.24230691874497184,0.8756508285320947,0.24883099067022613,0.261896828299161,0.20000000000000007,0.12434917146790525,0.7511690093297738,0.21260401701342047,0.19565342686058868,Low Risk
Goa,Goa_City_3,Eve Teasing,2022,Night,Winter,33.24940199,90.98524958,8567,0.50122423,0.385644592,0.113494344,453,2,906,7,0.9269406392694063,0.35060449050086356,0.42568382944489136,0.3772038735125454,0.23114371682328333,0.2640250231888254,1.0,0.6227961264874546,0.7688562831767167,0.621141039348589,0.7149370818871517,High Risk
Uttar Pradesh,Uttar Pradesh_City_4,Stalking,2020,Night,Summer,22.09778407,94.70144986,7546,0.433168731,0.366032749,0.102877195,364,3,1092,7,0.7237442922374429,0.43091537132987906,0.3743463395012067,0.2919796832029126,0.2065258314017389,0.236731949871824,1.0,0.7080203167970873,0.7934741685982611,0.5866840665924922,0.6711394778128333,High Risk
Andhra Pradesh,Andhra Pradesh_City_5,Domestic Violence,2022,Night,Summer,21.57400257,81.52268298,5692,0.761990673,0.692202923,0.306565482,150,4,600,7,0.23515981735159816,0.21848013816925732,0.2811242960579244,0.703755133750869,0.6159529296839954,0.7603451487546349,1.0,0.29624486624913104,0.3840470703160046,0.43958878762745834,0.48416946059993016,Medium Risk
Andhra Pradesh,Andhra Pradesh_City_2,Domestic Violence,2021,Morning,Monsoon,18.89834546,88.53553321,11701,0.336566691,0.224370949,0.089734865,228,4,912,2,0.41324200913242004,0.35319516407599305,0.583266291230893,0.17100737733151283,0.028703993800360428,0.2029474964139109,0.0,0.8289926226684872,0.9712960061996396,0.37039247833068556,0.3962153452040009,Medium Risk
Bihar,Bihar_City_5,Stalking,2021,Evening,Winter,22.80684197,85.83874508,19245,0.818842193,0.298720652,0.254265717,230,3,690,5,0.4178082191780822,0.25734024179620035,0.9625905068382944,0.7749488628552856,0.12203191150701614,0.6259002690033055,0.6,0.22505113714471436,0.8779680884929839,0.5040821675597809,0.5661457717426626,Medium Risk
Manipur,Manipur_City_1,Kidnapping,2022,Evening,Monsoon,32.33623145,72.65970796,2886,0.802987256,0.372400607,0.141042753,238,4,952,5,0.4360730593607306,0.3704663212435233,0.14003419147224458,0.7550941238835642,0.2145191239558688,0.33484259828396096,0.6,0.24490587611643577,0.7854808760441312,0.4073839916489104,0.4432345556810682,Medium Risk
Madhya Pradesh,Madhya Pradesh_City_5,Rape,2023,Morning,Summer,30.42805039,94.53401009,18174,0.33879684,0.503801218,0.322563853,314,5,1570,2,0.6095890410958903,0.6373056994818652,0.9087389380530972,0.17380013685260365,0.37946054154313585,0.8014715107050597,0.0,0.8261998631473964,0.6205394584568642,0.5951552716357206,0.6819070657591667,High Risk
Kerala,Kerala_City_4,Human Trafficking,2020,Evening,Monsoon,9.610225951,84.48548206,15298,0.818217136,0.38954666,0.274183321,156,5,780,5,0.24885844748858446,0.29620034542314333,0.7641291230893,0.7741661196897058,0.2360418114557497,0.6771016438988637,0.6,0.22583388031029417,0.7639581885442503,0.45373246056441874,0.5021472148221154,Medium Risk
Odisha,Odisha_City_1,Stalking,2021,Morning,Winter,18.61068848,77.2234376,291,0.544889924,0.270038931,0.120292441,261,3,783,2,0.48858447488584467,0.2974956822107081,0.009553499597747383,0.431885324242312,0.08602900646281902,0.28150061478475086,0.0,0.568114675757688,0.9139709935371809,0.313804764916369,0.3242877767221557,Low Risk
Jharkhand,Jharkhand_City_1,Stalking,2021,Afternoon,Monsoon,16.48297634,77.63396156,12491,0.94656407,0.412397126,0.248470808,251,3,753,3,0.4657534246575342,0.28454231433506044,0.62298873692679,0.9348917581700564,0.2647249981311119,0.6110035320165351,0.20000000000000007,0.06510824182994357,0.7352750018688881,0.4115425004282495,0.44852035726167405,Medium Risk
Madhya Pradesh,Madhya Pradesh_City_4,Human Trafficking,2020,Night,Summer,17.20894131,92.59516782,11482,0.679702055,0.605064247,0.146661168,341,5,1705,7,0.6712328767123287,0.6955958549222797,0.5722546259050684,0.6007071663742922,0.5065715756953328,0.34928562931991436,1.0,0.3992928336257078,0.49342842430466716,0.6459615527936649,0.7464859654319599,High Risk
Goa,Goa_City_4,Eve Teasing,2020,Afternoon,Summer,17.85333703,81.21295554,3459,0.634417145,0.477508781,0.179901468,179,2,358,3,0.3013698630136986,0.11398963730569947,0.16884553499597746,0.5439980121589276,0.3464567997979479,0.4347351172171949,0.20000000000000007,0.4560019878410724,0.653543200202052,0.27141195556418274,0.2704030813733286,Low Risk
Jharkhand,Jharkhand_City_2,Stalking,2021,Night,Monsoon,17.04450364,77.85918405,14430,0.879627372,0.271191772,0.396761469,254,3,762,7,0.4726027397260274,0.28842832469775476,0.7204847144006435,0.8510686142232253,0.0874761171523783,0.9922083058121756,1.0,0.14893138577677467,0.9125238828476216,0.614210246849056,0.7061274830879626,High Risk
Arunachal Pradesh,Arunachal Pradesh_City_3,Harassment,2022,Afternoon,Winter,35.23089624,81.13159771,11855,0.331907821,0.391991491,0.28695173,275,2,550,3,0.5205479452054794,0.19689119170984457,0.5910096540627514,0.16517319156633553,0.23911070046495914,0.7099248738430288,0.20000000000000007,0.8348268084336645,0.7608892995350409,0.4547352861099958,0.5034218873393935,Medium Risk
Uttarakhand,Uttarakhand_City_4,Eve Teasing,2023,Night,Summer,21.01458532,94.48374773,5798,0.397326893,0.576768202,0.268146317,180,2,360,7,0.30365296803652964,0.114853195164076,0.2864541432019308,0.247095850630338,0.4710527928000759,0.6615825631374437,1.0,0.752904149369662,0.5289472071999242,0.44660190741944034,0.49308370405797286,Medium Risk
Sikkim,Sikkim_City_4,Rape,2022,Night,Winter,34.22643347,91.70482757,19838,0.244484417,0.20550237,0.092854438,421,5,2105,7,0.8538812785388127,0.868307426597582,0.9924074818986323,0.0556950607835181,0.005019095043555244,0.2109668559054974,1.0,0.944304939216482,0.9949809049564448,0.8083972450684329,0.9529548908406581,High Risk
Assam,Assam_City_5,Harassment,2020,Evening,Winter,19.92472718,79.66978152,18882,0.485414969,0.805971556,0.125078216,261,2,522,5,0.48858447488584467,0.1848013816925734,0.9443382944489138,0.35740633344721345,0.75876169945437,0.2938032120218879,0.6,0.6425936665527865,0.24123830054563,0.44104237374769995,0.4860170863281944,Medium Risk
Himachal Pradesh,Himachal Pradesh_City_2,Eve Teasing,2021,Afternoon,Summer,28.04061857,75.87736226,4865,0.952176644,0.683037594,0.34662286,164,2,328,3,0.26712328767123283,0.10103626943005181,0.2395414320193081,0.9419202434758933,0.6044480946120057,0.8633190219329091,0.20000000000000007,0.058079756524106685,0.39555190538799434,0.2981734688627934,0.3044191329916404,Low Risk
Odisha,Odisha_City_4,Eve Teasing,2023,Morning,Monsoon,11.47684171,89.31284957,13271,0.430356274,0.594255668,0.126977407,162,2,324,2,0.2625570776255708,0.09930915371329879,0.6622083668543846,0.28845771401412373,0.4930040410484507,0.2986853851180731,0.0,0.7115422859858762,0.5069959589515494,0.2624171145347381,0.2589699096635664,Low Risk
Bihar,Bihar_City_3,Eve Teasing,2021,Morning,Monsoon,24.92454607,79.31348681,2772,0.236199351,0.374326967,0.015918984,263,2,526,2,0.4931506849315068,0.18652849740932642,0.13430209171359614,0.045319880939316715,0.21693719908326237,0.01319201195268166,0.0,0.9546801190606833,0.7830628009167376,0.27221595254834124,0.2714250266799687,Low Risk
Manipur,Manipur_City_5,Domestic Violence,2022,Morning,Monsoon,11.06974384,93.31756243,13259,0.725624399,0.918709173,0.165812326,258,4,1032,2,0.4817351598173515,0.40500863557858374,0.6616049879324215,0.6582145631611471,0.9002762801087201,0.3985167326414821,0.0,0.3417854368388529,0.09972371989127993,0.36969941537495493,0.3953344060353592,Medium Risk
Uttarakhand,Uttarakhand_City_2,Kidnapping,2019,Night,Summer,10.39928715,75.36419539,2152,0.278989766,0.260528883,0.151001146,464,4,1856,7,0.9520547945205479,0.7607944732297064,0.1031275140788415,0.09890524178412013,0.07409146076569167,0.3604422343320672,1.0,0.9010947582158799,0.9259085392343083,0.7339415683677671,0.8583156933608328,High Risk
Kerala,Kerala_City_1,Dowry Death,2019,Afternoon,Winter,14.22618074,69.94979122,14111,0.693555222,0.890772584,0.096994204,147,5,735,3,0.22831050228310504,0.2767702936096718,0.704444891391794,0.6180551391045945,0.8652087065476439,0.22160878406843743,0.20000000000000007,0.38194486089540547,0.13479129345235608,0.2857928134400274,0.2886823168695415,Low Risk
Uttar Pradesh,Uttar Pradesh_City_5,Cyber Crime,2023,Night,Winter,30.89527665,89.69666397,9023,0.986853765,0.407736671,0.388192217,337,2,674,7,0.6621004566210045,0.2504317789291882,0.4486122284794851,0.985345530233311,0.25887493359601116,0.9701796780602376,1.0,0.014654469766689049,0.7411250664039888,0.6063102102530662,0.6960858965140937,High Risk
Punjab,Punjab_City_2,Domestic Violence,2020,Morning,Monsoon,12.18496682,71.35533823,9903,0.618869188,0.374607898,0.395878389,375,4,1500,2,0.7488584474885844,0.6070811744386874,0.49286001609010455,0.5245276965229495,0.2172898394327369,0.9899382079558889,0.0,0.4754723034770505,0.7827101605672631,0.5996707614864274,0.6876466192040603,High Risk
Kerala,Kerala_City_5,Kidnapping,2023,Afternoon,Summer,18.41705366,91.88301457,9524,0.261151889,0.916707345,0.31963246,288,4,1152,3,0.550228310502283,0.45682210708117443,0.47380329847144004,0.07656731690654611,0.8977634733144968,0.7939358978894211,0.20000000000000007,0.9234326830934538,0.1022365266855032,0.4995167794153694,0.5603427935237145,Medium Risk
Tamil Nadu,Tamil Nadu_City_3,Kidnapping,2023,Evening,Monsoon,31.36572124,77.517205,8948,0.867672762,0.486667725,0.366028053,259,4,1036,5,0.4840182648401826,0.4067357512953368,0.4448411102172164,0.8360981566894787,0.35795362005978365,0.9132031627017319,0.6,0.16390184331052127,0.6420463799402163,0.534450500623398,0.6047463835065615,Medium Risk
Delhi,Delhi_City_1,Stalking,2022,Morning,Summer,13.29749914,72.04836715,13042,0.858898889,0.507688861,0.189058369,317,3,951,2,0.6164383561643835,0.370034542314335,0.6506938857602574,0.8251108561290268,0.38434052910646027,0.45827439036383,0.0,0.1748891438709732,0.6156594708935397,0.4199562024885055,0.4592148542577622,Medium Risk
West Bengal,West Bengal_City_2,Stalking,2020,Afternoon,Monsoon,13.92315601,68.48593283,13369,0.261254607,0.536608961,0.244656044,169,3,507,3,0.27853881278538806,0.17832469775474957,0.667135961383749,0.07669594807535474,0.4206426608428608,0.6011970732827396,0.20000000000000007,0.9233040519246453,0.5793573391571392,0.3762421043199095,0.4036506937725586,Medium Risk
Karnataka,Karnataka_City_2,Rape,2022,Afternoon,Monsoon,19.82469505,72.67534555,9703,0.649751049,0.771802621,0.036695677,148,5,740,3,0.23059360730593606,0.27892918825561314,0.4828037007240547,0.5632002746048417,0.7158709356028443,0.06660181201612914,0.20000000000000007,0.4367997253951583,0.2841290643971557,0.25169778025482786,0.24534476731415017,Low Risk
Rajasthan,Rajasthan_City_3,Rape,2022,Night,Winter,22.85671006,90.43359095,15186,0.729422186,0.261442439,0.14831982,279,5,1395,7,0.5296803652968036,0.5617443868739205,0.7584975864843121,0.6629704363352378,0.07523820750102733,0.35354945858739384,1.0,0.3370295636647622,0.9247617924989726,0.614827933287408,0.7069126125960163,High Risk
Rajasthan,Rajasthan_City_1,Rape,2023,Evening,Monsoon,19.69302493,92.1756763,18379,0.455721644,0.550541373,0.36071154,168,5,840,5,0.27625570776255703,0.32210708117443865,0.9190466613032984,0.3202221291153082,0.4381314058966402,0.8995362188640036,0.6,0.6797778708846918,0.5618685941033599,0.528508119443582,0.5971931355757428,Medium Risk
Jammu and Kashmir,Jammu and Kashmir_City_3,Dowry Death,2022,Evening,Monsoon,20.87934215,89.75082395,15261,0.630226348,0.422479612,0.094612936,313,5,1565,5,0.6073059360730593,0.635146804835924,0.7622687047465808,0.5387499824431063,0.2773811001156284,0.21548735522615314,0.6,0.46125001755689365,0.7226188998843717,0.5683566048578901,0.6478437890585944,Medium Risk
Andhra Pradesh,Andhra Pradesh_City_1,Dowry Death,2021,Morning,Monsoon,31.99176234,69.21554128,4624,0.376070941,0.614620941,0.286944759,401,5,2005,2,0.8082191780821917,0.8251295336787564,0.227423572003218,0.2204775563693494,0.5185676740681762,0.7099069537767198,0.0,0.7795224436306506,0.48143232593182383,0.6006133166851906,0.688844683227439,High Risk
Madhya Pradesh,Madhya Pradesh_City_2,Rape,2020,Night,Summer,17.21314623,96.09156356,14636,0.450440116,0.869198792,0.029583628,267,5,1335,7,0.502283105022831,0.5358376511226252,0.730842719227675,0.3136082043919342,0.8381280726896108,0.0483191567768453,1.0,0.6863917956080658,0.16187192731038924,0.532275520621581,0.6019818077075373,Medium Risk
Karnataka,Karnataka_City_3,Cyber Crime,2023,Afternoon,Monsoon,17.18101604,76.28528823,19329,0.801918306,0.625035215,0.274200848,304,2,608,3,0.5867579908675798,0.22193436960276336,0.9668141592920353,0.7537555046746818,0.5316402549612911,0.6771466998452413,0.20000000000000007,0.24624449532531822,0.4683597450387089,0.4661567230417769,0.5179394590436412,Medium Risk
West Bengal,West Bengal_City_4,Cyber Crime,2019,Morning,Winter,29.21339746,91.90967401,19194,0.866343772,0.632237225,0.339419705,169,2,338,2,0.27853881278538806,0.10535405872193437,0.9600261464199517,0.8344338959266624,0.5406806218959446,0.8448021642031434,0.0,0.1655661040733376,0.45931937810405543,0.34994043125816693,0.37021913635152714,Medium Risk
Rajasthan,Rajasthan_City_4,Harassment,2019,Afternoon,Summer,18.99217408,94.53676124,8579,0.547016453,0.399602464,0.223513881,341,2,682,3,0.6712328767123287,0.2538860103626943,0.42628720836685435,0.4345483230426728,0.24866442069719158,0.5468477743476869,0.20000000000000007,0.5654516769573272,0.7513355793028085,0.45177497157060104,0.49965908771536327,Medium Risk
Manipur,Manipur_City_1,Rape,2020,Afternoon,Monsoon,34.14590715,74.24092991,6619,0.231415531,0.417598884,0.012487827,250,5,1250,3,0.4634703196347031,0.49913644214162345,0.32773531777956555,0.03932922343069972,0.2712545365551449,0.0043716761390707876,0.20000000000000007,0.9606707765693003,0.7287454634448551,0.3885517856436066,0.41929729606442473,Medium Risk
Jharkhand,Jharkhand_City_2,Kidnapping,2019,Evening,Summer,17.40602842,74.78301101,9270,0.476644879,0.736874526,0.324117717,114,4,456,5,0.15296803652968036,0.1563039723661485,0.4610317779565567,0.34642377024254717,0.6720272315357245,0.8054659657208695,0.6,0.6535762297574528,0.3279727684642755,0.3833185247888297,0.4126453975196058,Medium Risk
Assam,Assam_City_3,Stalking,2019,Night,Monsoon,11.83973379,79.08531531,19290,0.412742761,0.992265843,0.020050144,238,3,714,7,0.4360730593607306,0.26770293609671847,0.9648531777956556,0.2664007545326689,0.9926087383101421,0.02381181702127999,1.0,0.733599245467331,0.007391261689857931,0.4630506145549793,0.5139913435002474,Medium Risk
Jharkhand,Jharkhand_City_2,Rape,2019,Morning,Winter,27.95332116,71.49123978,1914,0.252553693,0.909695454,0.173740992,356,5,1780,2,0.7054794520547945,0.7279792746113989,0.09116049879324216,0.06580001223622811,0.8889617544129964,0.41889863200486266,0.0,0.9341999877637719,0.11103824558700359,0.48257743801414077,0.5388115181785973,Medium Risk
Gujarat,Gujarat_City_4,Assault,2020,Afternoon,Monsoon,34.5913194,90.51242385,2117,0.336749122,0.534515831,0.305340362,347,3,1041,3,0.684931506849315,0.40889464594127806,0.10136765888978279,0.17123583108603424,0.4180152466568306,0.7571957825752467,0.20000000000000007,0.8287641689139658,0.5819847533431695,0.49771011758577033,0.5580463799626896,Medium Risk
Sikkim,Sikkim_City_4,Harassment,2019,Evening,Winter,10.43970221,79.40001332,12762,0.843970984,0.241913036,0.072253712,142,2,284,5,0.21689497716894976,0.08203799654576857,0.6366150442477876,0.8064170160229669,0.05072380539179333,0.15800940705539102,0.6,0.1935829839770331,0.9492761946082067,0.309239117841029,0.31848446938101876,Low Risk
West Bengal,West Bengal_City_4,Stalking,2022,Morning,Winter,12.7275543,74.78057216,13934,0.864120786,0.95860123,0.128794919,244,3,732,2,0.44977168949771684,0.2754749568221071,0.6955450522928399,0.8316501064503754,0.9503510277219718,0.3033575893294419,0.0,0.1683498935496246,0.049648972278028225,0.3072697485000389,0.31598124139046574,Low Risk
Madhya Pradesh,Madhya Pradesh_City_1,Assault,2019,Evening,Summer,14.7127812,93.18387619,15279,0.228744146,0.941533077,0.093342275,372,3,1116,5,0.7420091324200913,0.44127806563039723,0.7631737731295253,0.03598391516060245,0.9289261246717389,0.21222091864943615,0.6,0.9640160848393975,0.07107387532826115,0.5457268126313729,0.6190794896746412,Medium Risk
Delhi,Delhi_City_3,Stalking,2022,Afternoon,Monsoon,24.64454612,79.39395816,17496,0.784925876,0.957404828,0.314830037,307,3,921,3,0.593607305936073,0.35708117443868737,0.8746480289621882,0.7324763118185231,0.9488492368217434,0.7815905043154725,0.20000000000000007,0.26752368818147687,0.05115076317825662,0.4883092212052165,0.546097079003094,Medium Risk
Sikkim,Sikkim_City_2,Assault,2023,Morning,Monsoon,28.23377292,78.55927048,5977,0.63535893,0.420191345,0.286681157,189,3,567,2,0.32420091324200906,0.2042314335060449,0.2954545454545454,0.5451773858355611,0.27450873902137013,0.7092293228314906,0.0,0.4548226141644389,0.7254912609786299,0.32705363341434507,0.34112816200540413,Medium Risk
Rajasthan,Rajasthan_City_2,Dowry Death,2021,Afternoon,Monsoon,11.82699427,82.88230943,13279,0.54089699,0.865890832,0.324203034,353,5,1765,3,0.6986301369863013,0.7215025906735751,0.6626106194690266,0.4268850733866126,0.8339757357440698,0.8056852866643908,0.20000000000000007,0.5731149266133875,0.1660242642559302,0.6091039964049964,0.699637025065539,High Risk
Telangana,Telangana_City_2,Rape,2023,Night,Winter,14.55629306,91.70185405,6056,0.271932996,0.354599532,0.029718083,368,5,1840,7,0.732876712328767,0.7538860103626943,0.29942679002413514,0.09006822613823817,0.192174216099411,0.04866479477936721,1.0,0.9099317738617618,0.807825783900589,0.6448209567803015,0.7450361754879725,High Risk
Assam,Assam_City_1,Stalking,2019,Night,Summer,16.33247478,76.11263307,17453,0.730237019,0.896507105,0.306043904,302,3,906,7,0.5821917808219178,0.35060449050086356,0.8724859211584874,0.6639908312141669,0.8724069989735745,0.7590043493936638,1.0,0.3360091687858331,0.12759300102642546,0.6074784208462065,0.6975707868263087,High Risk
Maharashtra,Maharashtra_City_3,Stalking,2020,Evening,Monsoon,19.44259714,83.36827702,12848,0.657596703,0.844345863,0.306462763,247,3,741,5,0.45662100456621,0.27936096718480136,0.6409392598551891,0.5730251898493763,0.8069312821324064,0.7600810931971544,0.6,0.42697481015062366,0.1930687178675936,0.4831037593037557,0.5394805151802089,Medium Risk
Assam,Assam_City_2,Eve Teasing,2023,Evening,Monsoon,15.77705666,78.47116706,3065,0.300452463,0.337035966,0.332669056,193,2,386,5,0.33333333333333326,0.12607944732297063,0.14903459372485922,0.1257824376105145,0.17012744286235565,0.8274485452519219,0.6,0.8742175623894854,0.8298725571376444,0.42907844230070663,0.4708099601422475,Medium Risk
Andhra Pradesh,Andhra Pradesh_City_3,Domestic Violence,2023,Afternoon,Monsoon,17.78844151,91.28268506,9121,0.980826159,0.475854086,0.141551272,320,4,1280,3,0.6232876712328766,0.5120898100172712,0.45353982300884954,0.9777973107888327,0.3443797338170708,0.3361498274045176,0.20000000000000007,0.022202689211167304,0.6556202661829291,0.44351197449380436,0.48915614896335824,Medium Risk
Madhya Pradesh,Madhya Pradesh_City_3,Harassment,2020,Night,Summer,19.92781519,74.97541597,3506,0.860851748,0.738473705,0.331496674,116,2,232,7,0.15753424657534246,0.05958549222797928,0.1712087691069992,0.8275563723548922,0.6740346107193402,0.824434750505184,1.0,0.1724436276451078,0.32596538928065977,0.36998647503359633,0.3956992821190442,Medium Risk
Bihar,Bihar_City_2,Dowry Death,2023,Morning,Monsoon,27.03518992,83.51941768,377,0.73701666,0.416515154,0.041679558,247,5,1235,2,0.45662100456621,0.4926597582037996,0.01387771520514883,0.6724808051810758,0.2698941778694319,0.07941367229389396,0.0,0.3275191948189242,0.7301058221305681,0.30350126390457594,0.31119119214729624,Low Risk
Delhi,Delhi_City_1,Cyber Crime,2021,Afternoon,Summer,22.63395171,71.40112429,8781,0.835054483,0.72753837,0.23534475,245,2,490,3,0.45205479452054786,0.17098445595854922,0.4364440868865647,0.7952511060041447,0.6603079648311285,0.577260908327519,0.20000000000000007,0.20474889399585527,0.3396920351688715,0.343215404015795,0.3616710818652753,Medium Risk
West Bengal,West Bengal_City_5,Rape,2021,Afternoon,Summer,26.49915436,96.5700621,387,0.695511975,0.528952381,0.176719717,359,5,1795,3,0.7123287671232876,0.7344559585492227,0.014380530973451325,0.6205055316887551,0.41103169214599283,0.42655591926872083,0.20000000000000007,0.3794944683112449,0.5889683078540071,0.5055407612140435,0.5679997624523776,Medium Risk
Tripura,Tripura_City_1,Harassment,2023,Morning,Winter,22.52061685,86.70097546,14858,0.947546431,0.751270123,0.331076553,47,2,94,2,0.0,0.0,0.7420052292839903,0.9361219441513062,0.6900973923829599,0.8233547625295973,0.0,0.06387805584869377,0.30990260761704014,0.21639277048112535,0.20046923948256018,Low Risk
Himachal Pradesh,Himachal Pradesh_City_2,Harassment,2019,Night,Monsoon,25.4925728,83.18441587,2754,0.576760047,0.593785852,0.086053502,237,2,474,7,0.43378995433789946,0.16407599309153711,0.13339702333065165,0.47179547797938776,0.4924143016518419,0.1934839662076855,1.0,0.5282045220206122,0.5075856983481581,0.3936182951400157,0.42573724012257586,Medium Risk
Jharkhand,Jharkhand_City_5,Rape,2022,Night,Winter,30.19553755,75.33776389,16231,0.282274074,0.300764157,0.391869106,366,5,1830,7,0.728310502283105,0.7495682210708117,0.8110418342719227,0.10301809811667673,0.12459703360942909,0.9796317071365439,1.0,0.8969819018833233,0.8754029663905709,0.8361378637498477,0.9882154647275577,High Risk
Rajasthan,Rajasthan_City_5,Eve Teasing,2023,Afternoon,Summer,32.55972951,77.40555194,2637,0.911661295,0.955142627,0.308673325,212,2,424,3,0.37671232876712324,0.14248704663212436,0.12751407884151247,0.8911838905819531,0.9460095952328065,0.7657636950649229,0.20000000000000007,0.10881610941804687,0.05399040476719352,0.2955561317029637,0.3010922854050387,Low Risk
Assam,Assam_City_3,Assault,2023,Afternoon,Winter,20.44280871,76.00175814,16252,0.214708914,0.571253352,0.37779414,356,3,1068,3,0.7054794520547945,0.42055267702936094,0.812097747385358,0.018407947008376446,0.4641302437353601,0.9434497642277363,0.20000000000000007,0.9815920529916236,0.53586975626464,0.6101083621065483,0.7009136552458446,High Risk
Nagaland,Nagaland_City_3,Rape,2023,Morning,Summer,26.13457493,89.66526975,8845,0.400864083,0.720340199,0.09281025,285,5,1425,2,0.5433789954337899,0.5746977547495682,0.4396621078037007,0.25152538473339897,0.651272416824616,0.2108532636102653,0.0,0.7484746152666011,0.348727583175384,0.4099734977898486,0.4465260277877917,Medium Risk
Tamil Nadu,Tamil Nadu_City_4,Domestic Violence,2019,Afternoon,Winter,32.63394578,69.30490782,10501,0.346761921,0.67531349,0.170436083,182,4,728,3,0.3082191780821918,0.27374784110535405,0.5229283990345936,0.1837746075265405,0.5947523660027112,0.4104028367925115,0.20000000000000007,0.8162253924734595,0.4052476339972888,0.35041867154276,0.3708270185002365,Medium Risk
Jammu and Kashmir,Jammu and Kashmir_City_4,Assault,2022,Morning,Summer,21.49477108,68.39679003,10179,0.845406051,0.873612529,0.198258255,110,3,330,2,0.14383561643835616,0.10189982728842834,0.5067377312952533,0.8082141143458381,0.8436684429519483,0.4819241633025026,0.0,0.19178588565416188,0.15633155704805168,0.20180213069170755,0.18192335417768102,Low Risk
Sikkim,Sikkim_City_2,Assault,2019,Afternoon,Monsoon,20.36555235,83.89621088,11771,0.594079204,0.706729392,0.324155106,314,3,942,3,0.6095890410958903,0.36614853195164077,0.5867860016090104,0.4934838228428999,0.6341873684066395,0.8055620801032003,0.20000000000000007,0.5065161771571001,0.3658126315933605,0.49706374587578694,0.5572247891503138,Medium Risk
Andhra Pradesh,Andhra Pradesh_City_2,Dowry Death,2021,Evening,Winter,31.37338813,85.16848844,2272,0.219747326,0.49020288,0.223211568,283,5,1415,5,0.5388127853881278,0.5703799654576857,0.10916130329847144,0.02471742367750407,0.3623911449133836,0.5460706306084702,0.6,0.9752825763224959,0.6376088550866164,0.5407694842030266,0.6127783235998399,Medium Risk
Kerala,Kerala_City_2,Kidnapping,2019,Morning,Summer,11.69708472,91.20598408,10653,0.52527243,0.314625167,0.288740345,142,4,568,2,0.21689497716894976,0.20466321243523317,0.5305711987127916,0.4073188297397285,0.14199615086765316,0.7145227937112428,0.0,0.5926811702602715,0.8580038491323468,0.3381593372986422,0.3552444114256322,Medium Risk
Uttar Pradesh,Uttar Pradesh_City_4,Kidnapping,2023,Morning,Summer,23.23863891,88.23715078,13767,0.684385,0.446309106,0.336637025,242,4,968,2,0.4452054794520547,0.3773747841105354,0.6871480289621882,0.6065715006566628,0.30729321765324985,0.8376488418509983,0.0,0.39342849934333723,0.6927067823467501,0.45431395914902045,0.5028863466361154,Medium Risk
Tamil Nadu,Tamil Nadu_City_5,Assault,2022,Night,Monsoon,35.43181468,76.57889883,8144,0.417563648,0.374313104,0.268115488,300,3,900,7,0.5776255707762556,0.348013816925734,0.4044147224456959,0.2724378301134274,0.21691979746804452,0.6615033122804301,1.0,0.7275621698865726,0.7830802025319554,0.596608934633058,0.6837547892044483,High Risk
